Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Organization Industries,Lead Investors
Series A - Deepwatch,https://www.crunchbase.com/funding_round/deepwatch-series-a--892de94d,"Tampa, Florida, United States, North America",Deepwatch,https://www.crunchbase.com/organization/deepwatch,Series A,23000000,USD,23000000,2019-04-03,"Cloud Security, Cyber Security, Information Technology",ABS Capital Partners
Series A - CalypsoAI,https://www.crunchbase.com/funding_round/calypso-ai-series-a--717c4b4c,"Washington, District of Columbia, United States, North America",CalypsoAI,https://www.crunchbase.com/organization/calypso-ai,Series A,23000000,USD,23000000,2023-06-27,"Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning",Paladin Capital Group
Series A - Curv,https://www.crunchbase.com/funding_round/curv-5d20-series-a--ec0d487c,"New York, New York, United States, North America",Curv,https://www.crunchbase.com/organization/curv-5d20,Series A,23000000,USD,23000000,2020-07-01,"Blockchain, Cloud Computing, Cryptocurrency, Cyber Security, FinTech, Software",CommerzVentures
Series A - TEHTRIS,https://www.crunchbase.com/funding_round/tehtris-series-a--d95937b2,"Pessac, Aquitaine, France, Europe",TEHTRIS,https://www.crunchbase.com/organization/tehtris,Series A,20000000,EUR,23608486,2020-11-12,"Cloud Security, Consulting, Cyber Security, Information Technology, Intrusion Detection, Network Security, Penetration Testing",Ace Capital Partners
Series A - Blink Ops,https://www.crunchbase.com/funding_round/blink-ffe8-series-a--5bb729f7,"Austin, Texas, United States, North America",Blink Ops,https://www.crunchbase.com/organization/blink-ffe8,Series A,24000000,USD,24000000,2024-05-01,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Productivity Tools, SaaS",Vertex Ventures Israel
Series A - Lacework,https://www.crunchbase.com/funding_round/lacework-series-a--4e568252,"Mountain View, California, United States, North America",Lacework,https://www.crunchbase.com/organization/lacework,Series A,24000000,USD,24000000,2018-08-28,"Cloud Security, Compliance, Cyber Security, Developer Tools, Software",Sutter Hill Ventures
Series A - Prelude,https://www.crunchbase.com/funding_round/prelude-84fb-series-a--5c9ac363,"Seattle, Washington, United States, North America",Prelude,https://www.crunchbase.com/organization/prelude-84fb,Series A,24000000,USD,24000000,2022-04-12,"Cyber Security, Desktop Apps, Information Technology",Sequoia Capital
Series A - BitSight,https://www.crunchbase.com/funding_round/bitsight-series-a--c70ce939,"Boston, Massachusetts, United States, North America",BitSight,https://www.crunchbase.com/organization/bitsight,Series A,24000000,USD,24000000,2013-06-05,"B2B, Cyber Security, Risk Management, Security, Software",
Series A - Abnormal AI,https://www.crunchbase.com/funding_round/abnormal-security-series-a--b6fc269a,"Las Vegas, Nevada, United States, North America",Abnormal AI,https://www.crunchbase.com/organization/abnormal-security,Series A,24000000,USD,24000000,2019-11-19,"Artificial Intelligence (AI), Cyber Security, Email, Information Technology, Network Security",Greylock
Series A - Vicarius,https://www.crunchbase.com/funding_round/vicarius-series-a--5a11e42f,"New York, New York, United States, North America",Vicarius,https://www.crunchbase.com/organization/vicarius,Series A,24000000,USD,24000000,2022-02-09,"B2B, Cloud Security, Cyber Security, Enterprise, Enterprise Software, Software",AllegisCyber
Series A - Fable,https://www.crunchbase.com/funding_round/fable-1ad2-series-a--d089b599,"San Francisco, California, United States, North America",Fable,https://www.crunchbase.com/organization/fable-1ad2,Series A,24500000,USD,24500000,2025-05-01,"Artificial Intelligence (AI), Computer, Cyber Security, Network Security",Redpoint
Series A - Roboyo,https://www.crunchbase.com/funding_round/roboyo-series-a--e45cec12,"Nürnberg, Bayern, Germany, Europe",Roboyo,https://www.crunchbase.com/organization/roboyo,Series A,21000000,EUR,24868611,2020-09-15,"Agentic AI, Chatbot, Cyber Security, Intelligent Systems, Robotic Process Automation (RPA)",MML Capital Partners
Series A - Empirical Security,https://www.crunchbase.com/funding_round/empirical-security-8ec5-series-a--f3d099b7,"Chicago, Illinois, United States, North America",Empirical Security,https://www.crunchbase.com/organization/empirical-security-8ec5,Series A,25000000,USD,25000000,2026-07-20,"Artificial Intelligence (AI), Cyber Security, Network Security",Brightmind Partners
Series A - Abstract Security,https://www.crunchbase.com/funding_round/abstract-security-series-a--a56ad10f,"San Francisco, California, United States, North America",Abstract Security,https://www.crunchbase.com/organization/abstract-security,Series A,25000000,USD,25000000,2026-07-22,"Artificial Intelligence (AI), Big Data, Cyber Security, Information Technology","AVP, Cheyenne Ventures"
Series A - Venice,https://www.crunchbase.com/funding_round/valkyrie-abb5-series-a--3a4244c5,"Wilmington, Delaware, United States, North America",Venice,https://www.crunchbase.com/organization/valkyrie-abb5,Series A,25000000,USD,25000000,2025-12-01,"Artificial Intelligence (AI), Cloud Computing, Cyber Security",IVP
Series A - Bedrock Data,https://www.crunchbase.com/funding_round/bedrock-security-series-a--36438d60,"San Mateo, California, United States, North America",Bedrock Data,https://www.crunchbase.com/organization/bedrock-security,Series A,25000000,USD,25000000,2025-11-17,"Artificial Intelligence (AI), Big Data, Cloud Management, Cloud Security, Cyber Security, Data Governance, Information Technology, Security",Greylock
Series A - Astelia,https://www.crunchbase.com/funding_round/astelia-349f-series-a--d9bd0693,"New York, New York, United States, North America",Astelia,https://www.crunchbase.com/organization/astelia-349f,Series A,25000000,USD,25000000,2026-02-24,"Agentic AI, Computer, Cyber Security, Network Security",Index Ventures
Series A - Teleskope,https://www.crunchbase.com/funding_round/teleskope-c1a4-series-a--3b3e442d,"New York, New York, United States, North America",Teleskope,https://www.crunchbase.com/organization/teleskope-c1a4,Series A,25000000,USD,25000000,2025-11-03,"Artificial Intelligence (AI), Compliance, Cyber Security, Security, Software",M13
Series A - ThreatAware,https://www.crunchbase.com/funding_round/threataware-series-a--8173b9d0,"London, England, United Kingdom, Europe",ThreatAware,https://www.crunchbase.com/organization/threataware,Series A,25000000,USD,25000000,2026-02-26,"Computer, Cyber Security, Network Security",One Peak
Series A - Cloudbrink,https://www.crunchbase.com/funding_round/cloudbrink-inc-series-a--e63bb4a1,"Sunnyvale, California, United States, North America",Cloudbrink,https://www.crunchbase.com/organization/cloudbrink-inc,Series A,25000000,USD,25000000,2022-11-15,"Cloud Computing, Cloud Security, Cyber Security, Enterprise Software, Network Security, SaaS, Software","Highland Capital Partners, Streamlined, The Fabric"
Series A - Noma Security,https://www.crunchbase.com/funding_round/noma-94e0-series-a--2d8675c8,"Herzliya, Tel Aviv, Israel, Asia",Noma Security,https://www.crunchbase.com/organization/noma-94e0,Series A,25000000,USD,25000000,2024-10-31,"Artificial Intelligence (AI), Cyber Security, Network Security, Security",Ballistic Ventures
Series A - Trustifi,https://www.crunchbase.com/funding_round/trustifi-series-a--59f869d6,"Las Vegas, Nevada, United States, North America",Trustifi,https://www.crunchbase.com/organization/trustifi,Series A,25000000,USD,25000000,2025-06-03,"Cyber Security, Enterprise Software, Management Consulting, SaaS, Service Industry",Camber Partners
Series A - Crogl,https://www.crunchbase.com/funding_round/crogl-series-a--33bfb73e,"Bernalillo, New Mexico, United States, North America",Crogl,https://www.crunchbase.com/organization/crogl,Series A,25000000,USD,25000000,2025-03-06,"AI Infrastructure, Analytics, Cyber Security, Network Security",Menlo Ventures
Series A - Aembit,https://www.crunchbase.com/funding_round/aembit-series-a--ce3ad683,"Silver Spring, Maryland, United States, North America",Aembit,https://www.crunchbase.com/organization/aembit,Series A,25000000,USD,25000000,2024-07-29,"Cyber Security, DevOps, Identity Management, Network Security",Acrew Capital
Series A - Astrix Security,https://www.crunchbase.com/funding_round/astrix-security-series-a--8e3b109d,"Tel Aviv, Tel Aviv, Israel, Asia",Astrix Security,https://www.crunchbase.com/organization/astrix-security,Series A,25000000,USD,25000000,2023-06-28,"Artificial Intelligence (AI), Cyber Security, Identity Management, Network Security",CRV
Series A - Maze,https://www.crunchbase.com/funding_round/maze-7eea-series-a--87537291,"London, England, United Kingdom, Europe",Maze,https://www.crunchbase.com/organization/maze-7eea,Series A,25000000,USD,25000000,2025-06-10,"Artificial Intelligence (AI), Cloud Security, Cyber Security, Machine Learning, Network Security",Theory Ventures
Series A - ProjectDiscovery,https://www.crunchbase.com/funding_round/projectdiscovery-inc-series-a--dcb70eee,"San Francisco, California, United States, North America",ProjectDiscovery,https://www.crunchbase.com/organization/projectdiscovery-inc,Series A,25000000,USD,25000000,2023-08-17,"Cyber Security, Information Technology, Software",CRV
Series A - Reco,https://www.crunchbase.com/funding_round/reco-67bb-series-a--4cfeb7b1,"Altamonte Springs, Florida, United States, North America",Reco,https://www.crunchbase.com/organization/reco-67bb,Series A,25000000,USD,25000000,2025-04-22,"Artificial Intelligence (AI), Cyber Security, Generative AI, SaaS",Insight Partners
Series A - Valence Security,https://www.crunchbase.com/funding_round/valence-security-series-a--ea3f3153,"New York, New York, United States, North America",Valence Security,https://www.crunchbase.com/organization/valence-security,Series A,25000000,USD,25000000,2022-10-26,"Cloud Security, Cyber Security, Security",M12 - Microsoft's Venture Fund
Series A - MobileLogic,https://www.crunchbase.com/funding_round/mobilelogic-series-a--3aac87e6,"New York, New York, United States, North America",MobileLogic,https://www.crunchbase.com/organization/mobilelogic,Series A,25000000,USD,25000000,2000-04-04,"Consulting, Cyber Security, Information Technology, Mobile, Software, Telecommunications, Wireless","Steel Connect, The Investor Group"
Series A - Mitiga,https://www.crunchbase.com/funding_round/mitiga-series-a--5944b0d5,"New York, New York, United States, North America",Mitiga,https://www.crunchbase.com/organization/mitiga,Series A,25000000,USD,25000000,2021-07-02,"Cloud Security, Cyber Security, Network Security, SaaS, Software","Atlantic Bridge, ClearSky, DNX Ventures"
Series A - Noname Security,https://www.crunchbase.com/funding_round/noname-security-series-a--9eb470f8,"Palo Alto, California, United States, North America",Noname Security,https://www.crunchbase.com/organization/noname-security,Series A,25000000,USD,25000000,2020-12-15,"Cloud Security, Cyber Security, Enterprise Software, Network Security",Lightspeed Venture Partners
Series A - Relyance AI,https://www.crunchbase.com/funding_round/relyance-48bb-series-a--4d99103c,"San Mateo, California, United States, North America",Relyance AI,https://www.crunchbase.com/organization/relyance-48bb,Series A,25000000,USD,25000000,2021-09-15,"Artificial Intelligence (AI), Compliance, Cyber Security, Data Governance, Privacy, Security","Menlo Ventures, Unusual Ventures"
Series A - ReversingLabs,https://www.crunchbase.com/funding_round/reversinglabs-series-a--a9b533e9,"Cambridge, Massachusetts, United States, North America",ReversingLabs,https://www.crunchbase.com/organization/reversinglabs,Series A,25000000,USD,25000000,2017-11-29,"Analytics, Cyber Security, Security","Forgepoint Capital, JP Morgan Chase"
Series A - Avalor,https://www.crunchbase.com/funding_round/avalor-72e5-series-a--e883276e,"Ramat Gan, Tel Aviv, Israel, Asia",Avalor,https://www.crunchbase.com/organization/avalor-72e5,Series A,25000000,USD,25000000,2023-04-18,"Computer, Cyber Security, Data Center Automation, Network Security",TCV
Series A - Pangea,https://www.crunchbase.com/funding_round/pengea-series-a--563f5101,"Palo Alto, California, United States, North America",Pangea,https://www.crunchbase.com/organization/pengea,Series A,25000000,USD,25000000,2022-05-17,"Artificial Intelligence (AI), Cloud Infrastructure, Cyber Security, Developer APIs",Ballistic Ventures
Series A - Bishop Fox,https://www.crunchbase.com/funding_round/bishop-fox-series-a--e7c337de,"Tempe, Arizona, United States, North America",Bishop Fox,https://www.crunchbase.com/organization/bishop-fox,Series A,25000000,USD,25000000,2019-02-26,"Cloud Security, Consulting, Cyber Security, Network Security, Penetration Testing",Forgepoint Capital
Series A - Teleport,https://www.crunchbase.com/funding_round/gravitational-series-a--3a5a8799,"Oakland, California, United States, North America",Teleport,https://www.crunchbase.com/organization/gravitational,Series A,25000000,USD,25000000,2019-11-20,"Cloud Data Services, Cloud Infrastructure, Cloud Security, Cyber Security, Identity Management, Privacy",Kleiner Perkins
Series A - Spire Global,https://www.crunchbase.com/funding_round/spire-series-a--96eab931,"San Francisco, California, United States, North America",Spire Global,https://www.crunchbase.com/organization/spire,Series A,25000000,USD,25000000,2014-07-29,"Analytics, Big Data, Cyber Security, Data Integration, Government, Information Services, Information Technology, Military, National Security",RRE Ventures
